Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Phaseolibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rouxiella
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shimwellia
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Thorselliaceae	Coetzeea
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Echinimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Paraphotobacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Acidiferrobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfuricaulis
Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Pseudaeromonas
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Agaribacter
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aliiglaciecola
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Catenovulum
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Planctobacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Tamilnaduibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Celerinatantimonadaceae	Celerinatantimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Psychrosphaera
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Psychrobium
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadalesincertaesedis	Aestuariicella
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadalesincertaesedis	Motilimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadalesincertaesedis	Neiella
Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Perspicuibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Eionea
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Gilvimarinus
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Maricurvus
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinagarivorans
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Pseudomaricurvus
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Pseudoteredinibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Umboniibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Chromatocurvus
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Chromocurvus
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Luminiphilus
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Marimicrobium
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Parahaliea
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Pseudohaliea
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccus
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Oceanicoccus
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Dasania
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Sinobacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Zhongshania
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Arsukibacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Imhoffiella
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Phaeobacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Phaeochromatium
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiophaeococcus
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidihalobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halofilum
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halopeptonella
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Inmirania
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Natronospira
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalbus
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thiogranum
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thiohalospira
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Thioalkalibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Thiofaba
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Endothiovibrio
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioprofundum
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Woeseiaceae	Woeseia
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteralesincertaesedis	Phytobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Immundisolibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Diplorickettsia
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Chiayiivirga
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Chujaibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Metallibacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Panacagrimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Pseudofulvimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rudaea
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Tahibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteralesincertaesedis	Alkanibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Singularimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteralesincertaesedis	Povalibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteralesincertaesedis	Steroidobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylogaea
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloglobulus
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomagnum
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomarinum
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloparacoccus
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloprofundus
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylovulum
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylothermaceae	Methylomarinovum
Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Fontimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Sinimarinibacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Gynuella
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Salinispirillum
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Pleionea
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Allohahella
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Kistimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Aidingimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Larsenimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Larsenia
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Pistricoccus
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Salinicola
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Terasakiispira
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Bacterioplanoides
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Corallomonas
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Litoribrevibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillalesincertaesedis	Bacterioplanes
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillalesincertaesedis	Motiliproteus
Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella
Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella
Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Orbus
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Basfia
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bisgaardia
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Chelonobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Cricetibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Muribacter
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Necropsobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Otariodibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Rodentibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Seminibacterium
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Testudinibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Ursidibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Faucicola
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Paraperlucidibaca
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Oblitimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Permianibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Thiopseudomonas
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Ventosimonadaceae	Ventosimonas
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrorhabdus
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Allofrancisella
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Cysteiniphilum
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Galenea
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Cocleimonas
Bacteria	Proteobacteria	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexus
Bacteria	Proteobacteria	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Silvanigrella
Bacteria	Rhodothermaeota	Rhodothermia	Rhodothermales	Rhodothermaceae	Longibacter
Bacteria	Rhodothermaeota	Rhodothermia	Rhodothermales	Rhodothermaceae	Longimonas
Bacteria	Rhodothermaeota	Rhodothermia	Rhodothermales	Rubricoccaceae	Rubrivirga
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Borreliaceae	Borreliella
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Alkalispirochaeta
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Oceanispirochaeta
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Pleomorphochaeta
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Rectinema
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Salinispira
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Aminivibrio
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Lactivibrio
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter
Bacteria	Tenericutes	Mollicutes	Haloplasmatales	Haloplasmataceae	Haloplasma
Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Caldimicrobium
Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermosulfurimonas
Bacteria	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Thermococcoides
Bacteria	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Mesotoga
Bacteria	Thermotogae	Thermotogae	Mesoaciditogales	Mesoaciditogaceae	Athalassotoga
Bacteria	Thermotogae	Thermotogae	Mesoaciditogales	Mesoaciditogaceae	Mesoaciditoga
Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Defluviitoga
Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Oceanotoga
Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Cephaloticoccus
Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Ruficoccus
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Brevifollis
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobialesincertaesedis	Limisphaera
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Amycolicicoccus
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetalesincertaesedis	Hoyosella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetalesincertaesedis	Lawsonella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetalesincertaesedis	Tomitella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Jiangellaceae	Haloactinopolyspora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Jiangellaceae	Phytoactinopolyspora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Plantactinospora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinaurispora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinorhabdospora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Allocatelliglobosispora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Catelliglobosispora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Hamadaea
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Jishengella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Mangrovihabitans
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Phytohabitans
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Phytomonospora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Pseudosporangium
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Rhizocola
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Rugosimonospora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Xiangella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Flindersiella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Mumia
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Tenggerimyces
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Thermasporomyces
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Acidipropionibacterium
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Auraticoccus
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Cutibacterium
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Mariniluteicoccus
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Naumannella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propioniciclava
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Pseudopropionibacterium
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Raineyella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinocrispum
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinophytocola
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinorectispora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Alloactinosynnema
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Bounagaea
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Haloechinothrix
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Herbihabitans
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Labedaea
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Longimycelium
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Sciscionella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Yuhushiella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Allostreptomyces
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Kitasatosporia
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiopsaceae	Allosalinactinospora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiopsaceae	Haloactinospora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiopsaceae	Lipingzhangella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiopsaceae	Murinocardiopsis
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiopsaceae	Salinactinospora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiopsaceae	Spinactinospora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Sphaerimonospora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Thermoactinospora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Thermocatellispora
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinoallomurus
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetalesincertaesedis	Allonocardiopsis
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetalesincertaesedis	Sinosporangium
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bombiscardovia
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Galliscardovia
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Neoscardovia
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Pseudoscardovia
Bacteria	Actinobacteria	Actinobacteria	Frankiales	Motilibacteraceae	Motilibacter
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Aphanothecaceae	Euhalothece
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Aphanothecaceae	Rippkaea
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Coleospermopsis
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Goleter
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Spelaea
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Tolypothrichopsis
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Fortieaceae	Roholtiella
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Oculatellaceae	Cartusia
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Leptolyngbyaceae	Myxacorys
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Leptolyngbyaceae	Chroakolemma
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Leptolyngbyaceae	Stenomitos
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Oculatellaceae	Trichotorquatus
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Oculatellaceae	Drouetiella
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Oculatellaceae	Kaiparowitsia
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Oculatellaceae	Komarkovaea
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Oculatellaceae	Pegethrix
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Oculatellaceae	Tildeniella
